Dataset,Task,Method,ValidationScoreMean,ValidationScoreStd,TestScoreMean,TestScoreStd,ValidationMetricMean,ValidationMetricStd,TestMetricMean,TestMetricStd
diamond,regression,End2End-SupICL,-0.13291984637415713,0.0014920415064379616,-0.13639744724433983,0.0015653658815597603,0.13291984637415713,0.0014920415064379616,0.13639744724433983,0.0015653658815597603
