Dataset,Method,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
orl,LSCAE,300,0.5792499999999998,0.025076134072061433,0.7730028423404625,0.010992408481610627
orl,CAE,300,0.5703750000000001,0.02730928184702043,0.7642723876422389,0.011246388868213029
orl,MCFS,250,0.570375,0.026812718530577997,0.7677172601056658,0.01129076036016056
orl,LS,250,0.547125,0.020980273472955495,0.7560220692562629,0.011926606546181162
orl,NDFS,250,0.54375,0.01916213714594487,0.740641115263838,0.01088828707245734
