Dataset,Method,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
nci9,LS,300,0.41083333333333333,0.0362380248419315,0.417190731512256,0.04102162108275386
nci9,CAE,300,0.39083333333333337,0.03781350434846144,0.40130311122496387,0.03976555479007107
nci9,MCFS,300,0.3783333333333334,0.04085883557377089,0.376048210640384,0.03552831281727797
nci9,LSCAE,250,0.3716666666666667,0.04051748593714407,0.3672711082534673,0.03834817174314037
