Dataset,Method,DiversityWeight,Epochs,LatentDim,Heads,Temperature,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
coil20,ICL,0.45,100,512,1,0.03,250,0.6043402777777778,0.03343941092958878,0.7324000768117636,0.009858695391211408
coil20,ICL,0.15,100,512,1,0.01,150,0.6042708333333333,0.02781791804627033,0.7069739948482503,0.013875780846801732
coil20,ICL,0.6,100,512,1,0.08,150,0.6038888888888889,0.03235798148910687,0.7141522155994522,0.014611580309627527
coil20,ICL,0.35,100,512,1,0.03,150,0.6031944444444444,0.04357515768513009,0.7276621658725178,0.01530892394144823
coil20,ICL,0.3,100,512,1,0.03,150,0.602638888888889,0.029899523097893746,0.7158372495319468,0.011589190157465849
coil20,ICL,1.0,100,512,1,0.05,250,0.6022916666666667,0.037489774840516084,0.7217871889487357,0.015934941200683405
coil20,ICL,0.25,100,512,1,0.03,300,0.6016666666666667,0.037795517689369035,0.741545907565377,0.013566620055706614
coil20,ICL,0.25,100,512,1,0.05,50,0.6003472222222223,0.030533056742035276,0.7258066877897151,0.010556275161867723
coil20,ICL,0.2,100,512,1,0.01,150,0.6002777777777779,0.027060531712130315,0.7026541420788482,0.014217084927095601
coil20,ICL,0.35,100,512,1,0.03,300,0.599826388888889,0.03370157920590995,0.7485001093046003,0.013433327146847958
coil20,ICL,0.3,100,512,1,0.01,100,0.5982638888888889,0.033567249273144674,0.6979843123696938,0.018162248696051292
coil20,ICL,0.15,100,512,1,0.02,250,0.5946875,0.038265889617989726,0.7257429405962089,0.01940791423517557
coil20,ICL,0.35,100,512,1,0.03,100,0.5932638888888888,0.03574406138623194,0.7139411364940237,0.015033879247312263
coil20,ICL,0.45,100,512,1,0.03,200,0.5915972222222222,0.03164632936119192,0.7142290069350341,0.01712676786958222
coil20,ICL,0.45,100,512,1,0.03,100,0.5909027777777778,0.04140653753103056,0.6992576408148524,0.020075663468118673
coil20,ICL,0.3,100,512,1,0.05,250,0.5901041666666668,0.030395631837475963,0.7218235368495194,0.015793163748321213
coil20,ICL,1.0,100,512,1,0.09,50,0.5888888888888889,0.03674917064655849,0.7123985753170998,0.017666531557387607
coil20,ICL,0.2,100,512,1,0.01,100,0.5869791666666668,0.027021720337250327,0.6927250241221061,0.012526841167557132
coil20,ICL,0.6,100,512,1,0.08,100,0.5848958333333334,0.02700476048996492,0.6881973953278575,0.013311172593997455
coil20,ICL,0.3,100,512,1,0.01,50,0.5848263888888888,0.02805613568569624,0.6693677072651113,0.01298260616654848
coil20,ICL,0.45,100,512,1,0.03,150,0.5827083333333334,0.031242977606037458,0.7005708396748929,0.01643642785573629
coil20,ICL,0.15,100,512,1,0.01,100,0.5811111111111111,0.02918369212081414,0.6868671509291241,0.012733087670010742
coil20,ICL,0.15,100,512,1,0.02,150,0.5801736111111111,0.027277151038002486,0.7056598074639726,0.01407406524881503
coil20,ICL,0.95,100,512,1,0.05,50,0.5793055555555554,0.025467844649893545,0.6923966638309992,0.012798915747099624
coil20,ICL,0.35,100,512,1,0.01,300,0.5786458333333333,0.031977545501192924,0.7135943257878221,0.015584071782644201
coil20,ICL,0.15,100,512,1,0.02,200,0.5784027777777778,0.03347114163769835,0.7153607889271816,0.018542761215646634
coil20,ICL,0.3,100,512,1,0.05,200,0.5766666666666665,0.03288427262085127,0.7163102850465457,0.013945690609213534
coil20,ICL,0.35,100,512,1,0.03,50,0.5749305555555555,0.02573373497455704,0.6862637102839848,0.012082076463538602
coil20,ICL,0.35,100,512,1,0.01,100,0.5741319444444445,0.01989298505887112,0.6777665056500161,0.00726319200873623
coil20,ICL,0.35,100,512,1,0.01,150,0.5741319444444444,0.01949382989397376,0.6889605491503322,0.009487342179572618
coil20,ICL,0.45,100,512,1,0.03,50,0.5726736111111111,0.025280329350768616,0.6727577869889827,0.014191947078738167
coil20,ICL,0.95,100,512,1,0.05,100,0.5722916666666668,0.022284959184710153,0.701374319149495,0.014465916669457289
coil20,ICL,0.3,100,512,1,0.03,100,0.5722916666666666,0.027676813037961424,0.6987471856659295,0.01240408371922302
coil20,ICL,0.35,100,512,1,0.01,250,0.5700694444444444,0.028061828919084205,0.7004896625535527,0.012258770419518061
coil20,ICL,0.3,100,512,1,0.03,50,0.5699305555555556,0.03431082674302856,0.683733477545701,0.014153170278458452
coil20,ICL,0.3,100,512,1,0.05,150,0.5687847222222222,0.04051443584649645,0.7023618262229301,0.015379058476727886
coil20,ICL,0.3,100,512,1,0.05,50,0.5678125,0.030709268510560512,0.6836136144943559,0.01398338502180339
coil20,ICL,0.35,100,512,1,0.01,200,0.5639930555555555,0.027600366614748413,0.6935923534285011,0.011686726188102146
coil20,ICL,0.6,100,512,1,0.08,50,0.5624652777777778,0.02572958839060586,0.6494453554955538,0.012487854612947803
coil20,ICL,0.25,100,512,1,0.03,150,0.560625,0.02715632969095696,0.7172496159143952,0.016939056242719817
coil20,ICL,0.2,100,512,1,0.01,50,0.5562152777777778,0.025080382924486812,0.6544884921693206,0.010432731580761533
coil20,ICL,0.15,100,512,1,0.02,100,0.5490972222222222,0.02759234984668266,0.6770076646217584,0.0123464483096851
coil20,ICL,0.15,100,512,1,0.02,50,0.5464236111111112,0.03258955713387494,0.6603200431921702,0.009589928989980394
coil20,ICL,0.25,100,512,1,0.03,100,0.5364930555555556,0.04577304273229192,0.6951381913120768,0.019721829376754617
coil20,ICL,0.3,100,512,1,0.05,100,0.5351388888888889,0.02645313816012229,0.6880073266619403,0.00995832540801133
coil20,ICL,0.15,100,512,1,0.01,50,0.5290972222222221,0.02005478126390837,0.6464367007364086,0.012916932019960236
coil20,ICL,0.35,100,512,1,0.01,50,0.5210763888888889,0.021492214128207364,0.6353839554377152,0.011530351489186078
coil20,ICL,0.25,100,512,1,0.03,50,0.5055208333333333,0.035485686423855765,0.6671778368358785,0.019192059174525235
warppie10p,ICL,0.35,100,512,1,0.03,50,0.5076190476190476,0.04417035666782944,0.5343109041837487,0.037611239389117854
warppie10p,ICL,0.25,100,512,1,0.05,50,0.46785714285714286,0.02337096091432607,0.48898786558323276,0.034053840959646337
warppie10p,ICL,0.35,100,512,1,0.03,100,0.45690476190476187,0.02894497869032244,0.487981486305401,0.02985134724821569
warppie10p,ICL,0.25,100,512,1,0.05,300,0.45095238095238105,0.02677274818451543,0.4714336990190281,0.025324486263614845
warppie10p,ICL,0.35,100,512,1,0.03,150,0.4504761904761906,0.04328883115186099,0.47324580443626496,0.03397796753845823
warppie10p,ICL,0.3,100,512,1,0.05,250,0.44023809523809526,0.02425651839830391,0.4481029752949882,0.02087441159550756
warppie10p,ICL,0.25,100,512,1,0.05,200,0.4373809523809524,0.024106481472408865,0.46450920912230587,0.023455093281151324
warppie10p,ICL,0.3,100,512,1,0.05,150,0.4373809523809524,0.021522281867405357,0.43753614853881223,0.02047855311309422
warppie10p,ICL,0.3,100,512,1,0.05,100,0.43619047619047624,0.020995626366712955,0.43721215301069927,0.020283881270724943
warppie10p,ICL,0.3,100,512,1,0.05,50,0.43619047619047624,0.026186146828319084,0.4327988917283216,0.03061763878519982
warppie10p,ICL,0.25,100,512,1,0.05,150,0.4352380952380953,0.03348265872618465,0.4616459182158974,0.027347442505937344
warppie10p,ICL,0.3,100,512,1,0.05,300,0.43309523809523814,0.017331959652527047,0.4446941659064906,0.02389410316156904
warppie10p,ICL,0.3,100,512,1,0.05,200,0.43190476190476196,0.020487261680284714,0.44227433455081344,0.02002606349489643
warppie10p,ICL,0.35,100,512,1,0.03,200,0.43095238095238103,0.05320776033284232,0.45098983694436906,0.05034171158728694
warppie10p,ICL,0.25,100,512,1,0.05,100,0.43071428571428577,0.027826601084055456,0.4616384793169008,0.024588667208083552
warppie10p,ICL,0.25,100,512,1,0.05,250,0.426904761904762,0.03090747658485787,0.4565113565018149,0.030828041481972664
warppie10p,ICL,1.0,100,512,1,0.05,250,0.42547619047619056,0.02862197909081113,0.44160780648731707,0.040083216715827964
warppie10p,ICL,1.0,100,512,1,0.05,150,0.4223809523809524,0.018139044718800866,0.4270962991534482,0.03657746723626217
warppie10p,ICL,1.0,100,512,1,0.05,50,0.41880952380952385,0.024627612031547383,0.43683931169395124,0.04287867053750048
warppie10p,ICL,0.35,100,512,1,0.03,250,0.4173809523809524,0.0423856337703399,0.46270296925757026,0.03564239480753156
warppie10p,ICL,0.3,100,512,1,0.03,200,0.4142857142857143,0.02731358171371426,0.467154525413689,0.02217909333292159
warppie10p,ICL,0.95,100,512,1,0.05,200,0.4135714285714286,0.018944662223364384,0.4422046542756587,0.022703131224309277
warppie10p,ICL,0.95,100,512,1,0.05,250,0.4133333333333333,0.025802318445988702,0.43409684508560586,0.027541352987038813
warppie10p,ICL,0.3,100,512,1,0.03,250,0.4114285714285715,0.03160125718673726,0.4717969404621221,0.03420879624085832
warppie10p,ICL,1.0,100,512,1,0.05,200,0.410952380952381,0.02437890616413372,0.4216028612868385,0.030287612666869242
warppie10p,ICL,1.0,100,512,1,0.05,300,0.41047619047619044,0.03025215271289256,0.42635907794132455,0.030408243305668006
warppie10p,ICL,0.3,100,512,1,0.03,300,0.4102380952380953,0.029862686505930335,0.46490016327693323,0.03516162866881347
warppie10p,ICL,0.95,100,512,1,0.05,100,0.4083333333333334,0.02150119967121806,0.43383659677755093,0.03340720465740021
warppie10p,ICL,0.3,100,512,1,0.03,150,0.4083333333333333,0.03326097588776978,0.46386890859919444,0.03291455740921073
warppie10p,ICL,0.45,100,512,1,0.03,150,0.4078571428571429,0.03381539184489192,0.4352525226998468,0.04514952653242815
warppie10p,ICL,0.3,100,512,1,0.03,50,0.40214285714285714,0.028271240484788646,0.42894035388719376,0.02891244275681062
warppie10p,ICL,0.15,100,512,1,0.01,300,0.40095238095238095,0.02504417865200897,0.374842236286233,0.023533417917539705
warppie10p,ICL,0.3,100,512,1,0.03,100,0.4007142857142858,0.021939671974512437,0.432838504316427,0.026902485956413442
warppie10p,ICL,0.45,100,512,1,0.03,200,0.3971428571428572,0.04262902250920965,0.44207586534163,0.043122490258542576
warppie10p,ICL,0.95,100,512,1,0.05,150,0.3954761904761905,0.02276145646101667,0.43295443080872714,0.028868475752652226
warppie10p,ICL,0.35,100,512,1,0.03,300,0.3954761904761904,0.042390983296599856,0.43855447928844205,0.048766369783210736
warppie10p,ICL,1.0,100,512,1,0.05,100,0.3930952380952381,0.023058389848461407,0.40287086422988494,0.025013884509185787
warppie10p,ICL,0.95,100,512,1,0.05,300,0.3928571428571429,0.031819359756739274,0.4167684516464827,0.02822674894229298
warppie10p,ICL,0.15,100,512,1,0.01,250,0.3923809523809524,0.03213491965486284,0.36633971505228446,0.031240657351452657
warppie10p,ICL,0.45,100,512,1,0.03,300,0.391904761904762,0.02744196101756935,0.4424991180468078,0.028684282365522545
warppie10p,ICL,0.45,100,512,1,0.03,250,0.39119047619047626,0.019707325663500273,0.4518472119292145,0.03456684406417135
warppie10p,ICL,0.25,100,512,1,0.03,100,0.39,0.02946614953219997,0.4406211029269967,0.03363771526384925
warppie10p,ICL,0.95,100,512,1,0.05,50,0.3895238095238096,0.021486693662244725,0.40300285764198884,0.019169674768354083
warppie10p,ICL,0.6,100,512,1,0.08,300,0.3885714285714286,0.015750319436705927,0.38377924134959357,0.028695120083247174
warppie10p,ICL,0.25,100,512,1,0.03,200,0.3869047619047619,0.022480780403009687,0.42913150543434525,0.02794068316519754
warppie10p,ICL,0.15,100,512,1,0.01,200,0.38523809523809527,0.028248171333264557,0.3536620351604689,0.02083161729533685
warppie10p,ICL,0.25,100,512,1,0.03,150,0.3840476190476191,0.024012232332444677,0.4196735987570821,0.027792843669120527
warppie10p,ICL,0.15,100,512,1,0.02,50,0.3816666666666667,0.02457230526306075,0.43017941711938185,0.021521527389133804
warppie10p,ICL,0.45,100,512,1,0.03,100,0.3792857142857142,0.037077934713659354,0.4282745637768491,0.03103150804409441
warppie10p,ICL,0.15,100,512,1,0.02,200,0.379047619047619,0.026401745286912595,0.430588343578927,0.02435556559784757
warppie10p,ICL,0.6,100,512,1,0.08,200,0.3780952380952381,0.027205441632544188,0.364613377808999,0.024800964884178753
warppie10p,ICL,0.35,100,512,1,0.01,300,0.37738095238095243,0.033124344857252984,0.34455619990041886,0.025753707933535926
warppie10p,ICL,0.25,100,512,1,0.03,50,0.3771428571428571,0.03678089812824289,0.40845269388279515,0.044022819899126556
warppie10p,ICL,0.25,100,512,1,0.03,250,0.3769047619047619,0.029519008826282906,0.4179707458222067,0.03290112392959676
warppie10p,ICL,0.6,100,512,1,0.08,250,0.37642857142857145,0.021267916283419702,0.3610150858160875,0.024347456031285495
warppie10p,ICL,0.35,100,512,1,0.01,150,0.37547619047619046,0.02319565797197473,0.3400714094460415,0.02121557820776801
warppie10p,ICL,0.15,100,512,1,0.01,150,0.375,0.0232249670176412,0.3409890608253699,0.0210573132733527
warppie10p,ICL,0.15,100,512,1,0.02,150,0.3733333333333333,0.026186146828319087,0.42317856808909166,0.03117468262459089
warppie10p,ICL,0.25,100,512,1,0.03,300,0.37309523809523804,0.03244653722321964,0.4240850800825192,0.029549939504954725
warppie10p,ICL,0.15,100,512,1,0.01,100,0.37214285714285716,0.01821234038786965,0.3442309024311921,0.02399545521799359
warppie10p,ICL,0.45,100,512,1,0.03,50,0.37023809523809526,0.022124928737858773,0.3944143264562458,0.02831501358741334
warppie10p,ICL,0.2,100,512,1,0.01,150,0.36738095238095236,0.01964971020425266,0.33914379667645855,0.02145732693743892
warppie10p,ICL,0.2,100,512,1,0.01,300,0.3671428571428571,0.020531486797438186,0.3345802128143991,0.02077311618436754
warppie10p,ICL,0.35,100,512,1,0.01,200,0.3666666666666667,0.024880667576405967,0.3318795242009955,0.026822751320865663
warppie10p,ICL,1.0,100,512,1,0.09,200,0.36666666666666664,0.017625481450782618,0.3813143402357506,0.021770520658911836
warppie10p,ICL,1.0,100,512,1,0.09,250,0.3650000000000001,0.01894466222336438,0.375012194646394,0.024678107183358448
warppie10p,ICL,0.15,100,512,1,0.02,100,0.36499999999999994,0.02781845094810146,0.4109857474758778,0.02307878521899685
warppie10p,ICL,0.15,100,512,1,0.02,300,0.36476190476190473,0.025125535158615087,0.4154486840422236,0.025607584953484242
warppie10p,ICL,0.2,100,512,1,0.01,250,0.36476190476190473,0.03677473252630062,0.3324071658729263,0.026472722470629238
warppie10p,ICL,1.0,100,512,1,0.09,150,0.36404761904761906,0.021742410774885448,0.3726527819847964,0.0252694112680445
warppie10p,ICL,0.15,100,512,1,0.02,250,0.364047619047619,0.033552848624128044,0.4251654751795826,0.03569485197983565
warppie10p,ICL,1.0,100,512,1,0.09,300,0.36357142857142855,0.027116737641491095,0.3812821170878851,0.01908566073722958
warppie10p,ICL,0.2,100,512,1,0.01,200,0.3626190476190477,0.025788033576388904,0.32577157179563654,0.02094725972237119
warppie10p,ICL,0.2,100,512,1,0.01,50,0.36071428571428565,0.016827455699128205,0.3243263320663068,0.014245190948578424
warppie10p,ICL,0.6,100,512,1,0.08,150,0.36047619047619045,0.02943535135338208,0.3531892910959304,0.0284799497001604
warppie10p,ICL,0.35,100,512,1,0.01,250,0.36,0.02508036968050227,0.3303895921972059,0.025750126060493303
warppie10p,ICL,0.3,100,512,1,0.01,200,0.3585714285714286,0.021407396945703837,0.3622360749595213,0.021879873159693572
warppie10p,ICL,0.3,100,512,1,0.01,300,0.3585714285714285,0.027524468603082716,0.3523184173225989,0.04014305144067255
warppie10p,ICL,0.6,100,512,1,0.08,100,0.3576190476190476,0.016419942523396822,0.3472725442712873,0.01890329418716788
warppie10p,ICL,0.2,100,512,1,0.01,100,0.3576190476190476,0.029156703837793587,0.322178116806404,0.023229592297269078
warppie10p,ICL,0.3,100,512,1,0.01,250,0.35619047619047617,0.019840634910475875,0.35097115367775256,0.028788676624596832
warppie10p,ICL,0.3,100,512,1,0.01,100,0.3519047619047619,0.023323613135730396,0.3432713515420486,0.028936789945702906
warppie10p,ICL,0.35,100,512,1,0.01,100,0.35119047619047616,0.024783644303114718,0.30846186737811326,0.018030168167040325
warppie10p,ICL,0.15,100,512,1,0.01,50,0.35047619047619044,0.021633936555429608,0.3229240668257317,0.019506405522975508
warppie10p,ICL,0.3,100,512,1,0.01,150,0.3488095238095238,0.0284471503460679,0.3321169943351334,0.0353598263324593
warppie10p,ICL,1.0,100,512,1,0.09,100,0.3428571428571428,0.017689691067625433,0.35332867539672475,0.022462839183181964
warppie10p,ICL,0.6,100,512,1,0.08,50,0.33738095238095234,0.015228791802807026,0.3368822920432644,0.02417348853575087
warppie10p,ICL,1.0,100,512,1,0.09,50,0.3369047619047619,0.039032372168464294,0.35025601274275203,0.04448714629335168
warppie10p,ICL,0.3,100,512,1,0.01,50,0.334047619047619,0.018944662223364387,0.31526153251097344,0.01628018918548642
warppie10p,ICL,0.35,100,512,1,0.01,50,0.32214285714285706,0.027200231758383056,0.2689730944665278,0.02290631494483238
arcene,ICL,0.3,100,512,1,0.05,50,0.67,0.0,0.09534650702614166,0.0
arcene,ICL,0.3,100,512,1,0.03,100,0.6649999999999998,2.220446049250313e-16,0.09523933485506257,1.3877787807814457e-17
arcene,ICL,0.35,100,512,1,0.03,100,0.66325,0.0023848480035423667,0.09369306892329882,0.0021072052687499294
arcene,ICL,0.15,100,512,1,0.01,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.2,100,512,1,0.01,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.02,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.25,100,512,1,0.03,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.03,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.45,100,512,1,0.03,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.25,100,512,1,0.05,50,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.01,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.2,100,512,1,0.01,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.02,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.25,100,512,1,0.03,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.45,100,512,1,0.03,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.05,100,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.01,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.2,100,512,1,0.01,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.02,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.25,100,512,1,0.03,150,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.01,200,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.2,100,512,1,0.01,200,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,200,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,200,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.03,200,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.15,100,512,1,0.01,250,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,250,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,250,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.3,100,512,1,0.01,300,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.01,300,0.66,0.0,0.09082143219288039,0.0
arcene,ICL,0.35,100,512,1,0.03,150,0.6585,0.002291287847477922,0.08953000802426855,0.001972683002319718
arcene,ICL,0.35,100,512,1,0.03,200,0.6585,0.002291287847477922,0.08953000802426855,0.001972683002319718
arcene,ICL,0.25,100,512,1,0.03,200,0.65825,0.0023848480035423667,0.08931477066283325,0.0020532335668268635
arcene,ICL,0.35,100,512,1,0.03,250,0.6579999999999999,0.00244948974278318,0.08909953330139794,0.002108886836397991
arcene,ICL,0.3,100,512,1,0.03,50,0.65675,0.0023848480035423662,0.08371101602972868,0.002029039123809993
arcene,ICL,0.45,100,512,1,0.03,150,0.6559999999999999,0.0020000000000000018,0.0873776344099155,0.0017218988914824483
arcene,ICL,0.2,100,512,1,0.01,250,0.6559999999999999,0.0020000000000000018,0.0873776344099155,0.0017218988914824483
arcene,ICL,0.15,100,512,1,0.01,300,0.6557499999999999,0.001785357107135714,0.0871623970484802,0.0015371022118386474
arcene,ICL,0.25,100,512,1,0.05,150,0.6549999999999999,1.1102230246251565e-16,0.08891840102509942,0.0
arcene,ICL,0.25,100,512,1,0.05,300,0.6549999999999999,1.1102230246251565e-16,0.08891840102509942,0.0
arcene,ICL,0.3,100,512,1,0.05,150,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.15,100,512,1,0.02,200,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.45,100,512,1,0.03,200,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.15,100,512,1,0.02,250,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.3,100,512,1,0.03,250,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.2,100,512,1,0.01,300,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.15,100,512,1,0.02,300,0.6549999999999999,1.1102230246251565e-16,0.08651668496417428,1.3877787807814457e-17
arcene,ICL,0.3,100,512,1,0.03,150,0.65375,0.004710360920354198,0.08285311633497905,0.005997127982342593
arcene,ICL,0.3,100,512,1,0.05,200,0.6524999999999999,0.007500000000000006,0.08225376894924767,0.012788748044779821
arcene,ICL,0.35,100,512,1,0.03,300,0.6524999999999999,0.007500000000000006,0.08222606430859992,0.01287216011248718
arcene,ICL,0.25,100,512,1,0.03,250,0.6522500000000001,0.0024874685927665525,0.08421001756945587,0.002086459163025689
arcene,ICL,0.45,100,512,1,0.03,250,0.6522500000000001,0.002487468592766552,0.08421001756945587,0.002086459163025689
arcene,ICL,0.45,100,512,1,0.03,300,0.6515000000000002,0.002291287847477922,0.0835809264618054,0.0019219050798879303
arcene,ICL,0.25,100,512,1,0.05,100,0.6500000000000001,1.1102230246251565e-16,0.08232274424650446,0.0
arcene,ICL,0.25,100,512,1,0.03,300,0.6500000000000001,1.1102230246251565e-16,0.08232274424650446,0.0
arcene,ICL,0.25,100,512,1,0.05,250,0.649,0.004358898943540678,0.0826502066324398,0.00889276909596009
arcene,ICL,0.3,100,512,1,0.05,250,0.649,0.016477257053284098,0.07867010608128597,0.0194167072481906
arcene,ICL,0.3,100,512,1,0.03,300,0.648,0.01461163919620247,0.07999726359384371,0.015055309134672585
arcene,ICL,0.3,100,512,1,0.05,300,0.6467500000000002,0.015594470173750707,0.07559979873874588,0.019979563290988968
arcene,ICL,0.25,100,512,1,0.05,200,0.6467499999999999,0.015022899187573628,0.08000347127252397,0.01757218274561919
arcene,ICL,0.6,100,512,1,0.08,200,0.6375,0.03176082492631452,0.06633915051364378,0.03382363184532569
arcene,ICL,0.6,100,512,1,0.08,300,0.6305,0.03368605052540298,0.0589606217435311,0.03567542309565585
arcene,ICL,0.6,100,512,1,0.08,150,0.62975,0.038745160988180226,0.06106360690166155,0.0370351056973074
arcene,ICL,0.6,100,512,1,0.08,250,0.6285000000000001,0.03482456029873173,0.05761805272737337,0.036707717152959334
arcene,ICL,1.0,100,512,1,0.09,300,0.6255000000000002,0.020548722588034536,0.04554560921355416,0.020404588601036108
arcene,ICL,1.0,100,512,1,0.09,200,0.62075,0.028821649848681487,0.04362884745697129,0.026484648604476524
arcene,ICL,1.0,100,512,1,0.09,150,0.6185,0.030376800358168105,0.04240231544174252,0.02785798448920422
arcene,ICL,1.0,100,512,1,0.05,200,0.6120000000000001,0.019899748742132416,0.03180440366948867,0.013358393045255317
arcene,ICL,1.0,100,512,1,0.05,250,0.6120000000000001,0.019899748742132416,0.03180440366948867,0.013358393045255317
arcene,ICL,1.0,100,512,1,0.05,300,0.6120000000000001,0.019899748742132416,0.03180440366948867,0.013358393045255317
arcene,ICL,1.0,100,512,1,0.05,150,0.6115000000000002,0.022422087324778683,0.032808530022229554,0.018651910628709002
arcene,ICL,1.0,100,512,1,0.09,250,0.61125,0.023177305710543685,0.03284886079709357,0.017639547271685197
arcene,ICL,1.0,100,512,1,0.09,100,0.6097500000000001,0.03487387991032834,0.03871287288652514,0.03231528146914622
arcene,ICL,1.0,100,512,1,0.05,100,0.60425,0.029465021635831215,0.029869727018105606,0.021198783631799323
arcene,ICL,1.0,100,512,1,0.09,50,0.5977500000000001,0.023742103950576923,0.027028556138127102,0.019166928332860184
arcene,ICL,0.95,100,512,1,0.05,150,0.5975000000000001,0.023848480035423662,0.023696684667210838,0.014816026097255096
arcene,ICL,0.95,100,512,1,0.05,200,0.5947500000000001,0.022554101622543073,0.021583204618197006,0.011707999781173902
arcene,ICL,0.95,100,512,1,0.05,250,0.59325,0.01951121472384536,0.02029811165571885,0.01045161305371296
arcene,ICL,0.95,100,512,1,0.05,300,0.59325,0.01951121472384536,0.02029811165571885,0.01045161305371296
arcene,ICL,0.6,100,512,1,0.08,100,0.5777499999999998,0.011986972094736863,0.012619115848053955,0.007173464990095718
arcene,ICL,1.0,100,512,1,0.05,50,0.5634999999999999,0.046370788218446306,0.01759221995078939,0.02279085323138789
arcene,ICL,0.95,100,512,1,0.05,100,0.5622500000000001,0.04032601517631018,0.012882710479892572,0.0179718015669171
arcene,ICL,0.6,100,512,1,0.08,50,0.5575000000000002,0.004031128874149279,0.006976215414724875,0.0012211328274782602
arcene,ICL,0.95,100,512,1,0.05,50,0.5345000000000001,0.028499999999999987,0.0040315406974464315,0.010083394832398469
lung,ICL,0.3,100,512,1,0.03,150,0.6401477832512315,0.03727195945200532,0.549132684393314,0.03611304662629268
lung,ICL,0.35,100,512,1,0.03,300,0.6381773399014777,0.05137047754085143,0.5488020619724908,0.05208430966251399
lung,ICL,0.25,100,512,1,0.03,150,0.632512315270936,0.06453766004004854,0.5554069272367383,0.03792571103562941
lung,ICL,0.45,100,512,1,0.03,200,0.6275862068965518,0.03201591489511708,0.5534106741781322,0.043766427379955404
lung,ICL,0.3,100,512,1,0.03,100,0.6236453201970444,0.08602232175901481,0.5093959913527374,0.059604905867205175
lung,ICL,0.25,100,512,1,0.03,200,0.6209359605911331,0.06416197062973045,0.5467350219622371,0.05163402067472877
lung,ICL,0.45,100,512,1,0.03,300,0.6197044334975369,0.03933490596586626,0.5332143327652751,0.047565846410346536
lung,ICL,0.25,100,512,1,0.03,100,0.6184729064039409,0.09329059565383924,0.5020821565512384,0.07289028534705119
lung,ICL,0.25,100,512,1,0.05,300,0.6172413793103447,0.04370377164388001,0.5296852026184441,0.04898732046453107
lung,ICL,0.15,100,512,1,0.02,300,0.6140394088669952,0.06539443655803485,0.5476236781164215,0.049003896095462414
lung,ICL,0.45,100,512,1,0.03,250,0.6130541871921183,0.050561049377362756,0.535748491107446,0.05464823075456219
