Dataset,Method,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
prostate,CAE,50,0.6078431372549018,1.1102230246251565e-16,0.05234916341190896,6.938893903907228e-18
prostate,LSCAE,100,0.5985294117647058,0.0057793265306625265,0.032562519862552854,0.003994071788593929
prostate,MCFS,50,0.5784313725490196,1.1102230246251565e-16,0.01763727710002505,0.0
prostate,LS,100,0.5720588235294117,0.004676172555965456,0.014995493725276277,0.0020028665417671197
prostate,NDFS,50,0.5607843137254902,0.0039215686274509665,0.010530279476564713,0.0014506744612277883
