Dataset,Method,DiversityWeight,Epochs,LatentDim,Heads,Temperature,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
coil20,ICL,0.1,100,512,1,0.09,200,0.6193402777777777,0.027171575441256177,0.7323880300760074,0.014113468397090389
coil20,ICL,0.1,100,512,1,0.09,200,0.6193402777777777,0.027171575441256177,0.7323880300760074,0.014113468397090389
coil20,ICL,0.35,100,512,1,0.05,300,0.6192708333333334,0.039950704457509055,0.7493345836805493,0.0187842219190913
coil20,ICL,0.15,100,512,1,0.18,300,0.6191666666666666,0.0358614499940955,0.742556251333185,0.01941110710478404
coil20,ICL,0.7,100,512,1,0.02,50,0.6191666666666666,0.02835034892114412,0.707967884181816,0.009626891913759584
coil20,ICL,0.15,100,512,1,0.14,300,0.6191319444444444,0.03196894818041946,0.7311509699906085,0.017752748026778814
coil20,ICL,0.4,100,512,1,0.04,150,0.6190972222222222,0.027783419565952955,0.7589644576259915,0.013945482536247963
coil20,ICL,0.3,100,512,1,0.11,250,0.6190625,0.05396797380989082,0.7462896619512328,0.021601675215747775
coil20,ICL,0.35,100,512,1,0.09,250,0.6189930555555556,0.03170066629333457,0.7429287557476653,0.016512954321665427
coil20,ICL,0.1,100,512,1,0.18,300,0.6189583333333334,0.033324000429564724,0.7477417393984294,0.01682447730612045
coil20,ICL,0.1,100,512,1,0.18,300,0.6189583333333334,0.033324000429564724,0.7477417393984294,0.01682447730612045
coil20,ICL,0.35,100,512,1,0.03,200,0.6188541666666667,0.027755438065481707,0.7350932737867295,0.011133342268048069
coil20,ICL,0.65,100,512,1,0.06,150,0.6187152777777777,0.03088246445355858,0.7388727320001699,0.014077579229399274
coil20,ICL,0.3,100,512,1,0.06,250,0.6187152777777777,0.03126887932799978,0.7350978166894435,0.011695179734192788
coil20,ICL,0.35,100,512,1,0.09,100,0.6186805555555555,0.02699227927449067,0.7223945955376643,0.011831655095444135
coil20,ICL,0.25,100,512,1,0.02,250,0.6186111111111112,0.03744504718440043,0.7387613757553719,0.01812782099579478
coil20,ICL,0.45,100,512,1,0.14,300,0.6185763888888889,0.023346014865668705,0.7482065074346134,0.014568209294805701
coil20,ICL,0.45,100,512,1,0.05,250,0.6185416666666667,0.03184851235454382,0.7440639222674904,0.010164537040873625
coil20,ICL,0.8,100,512,1,0.07,200,0.6182986111111111,0.03739328630550287,0.7479739192758874,0.0123273005495445
coil20,ICL,0.6,100,512,1,0.03,300,0.6182638888888888,0.0445977715458054,0.754284889180041,0.018394007083013537
coil20,ICL,0.95,100,512,1,0.07,200,0.6180208333333332,0.030630806170442778,0.735656710694199,0.013244038327705302
coil20,ICL,0.35,100,512,1,0.16,150,0.617986111111111,0.02913597922661648,0.723625230016565,0.012459167169229476
coil20,ICL,0.4,100,512,1,0.04,250,0.6179166666666667,0.030696172651197062,0.7568247480465465,0.010960679411695753
coil20,ICL,0.65,100,512,1,0.03,200,0.6178472222222222,0.04415547333703133,0.7552341388216455,0.01695045825126802
coil20,ICL,0.35,100,512,1,0.08,300,0.6177777777777778,0.031180014224452126,0.7417698103179966,0.013884998433751098
coil20,ICL,1.0,100,512,1,0.09,200,0.6177083333333333,0.03976778418457102,0.738138172161576,0.017540212293903675
coil20,ICL,0.7,100,512,1,0.06,200,0.6177083333333332,0.03064263160881553,0.7395251823841467,0.01064831162563345
coil20,ICL,0.2,100,512,1,0.06,200,0.6176736111111112,0.03565177613513114,0.7466246810957577,0.012970147984051682
coil20,ICL,0.15,100,512,1,0.11,300,0.6176388888888888,0.03519155035018184,0.7451336686560859,0.0142086436228355
coil20,ICL,0.2,100,512,1,0.18,300,0.6176388888888888,0.0279296197146937,0.7387905347603079,0.014174398239708914
coil20,ICL,0.65,100,512,1,0.11,100,0.6176388888888888,0.02877665833301037,0.7171212134133182,0.014301730677750571
coil20,ICL,0.95,100,512,1,0.04,100,0.6174305555555556,0.038225303190587596,0.7227375931780565,0.016602167839085115
coil20,ICL,0.15,100,512,1,0.08,150,0.617326388888889,0.035314719148013714,0.7389000542341755,0.014001793839606452
coil20,ICL,0.25,100,512,1,0.15,200,0.6172916666666667,0.02498543171208986,0.7251875203375017,0.01447044459224973
coil20,ICL,0.75,100,512,1,0.02,250,0.6172569444444443,0.03510227767200223,0.733403154677043,0.01532009680684956
coil20,ICL,0.25,100,512,1,0.09,100,0.6171527777777779,0.031692165050959904,0.7204783386261142,0.017039717156096066
coil20,ICL,1.0,100,512,1,0.05,150,0.6171527777777778,0.036089804077236734,0.7250170497795653,0.015335678702561532
coil20,ICL,0.1,100,512,1,0.2,250,0.6171180555555555,0.03494185743272337,0.7380963910118448,0.012941876455217055
coil20,ICL,0.1,100,512,1,0.2,250,0.6171180555555555,0.03494185743272337,0.7380963910118448,0.012941876455217055
coil20,ICL,0.75,100,512,1,0.05,300,0.617013888888889,0.03065600597208471,0.7457124531835546,0.011974373626667761
coil20,ICL,0.15,100,512,1,0.09,150,0.617013888888889,0.023823088480570406,0.7331381990049795,0.010957098636708918
coil20,ICL,0.2,100,512,1,0.09,150,0.6169444444444443,0.024697631340417258,0.732894770569445,0.011081509411230116
coil20,ICL,0.4,100,512,1,0.02,300,0.6169097222222224,0.025583728243724874,0.7389005476420578,0.013771752768571104
coil20,ICL,0.3,100,512,1,0.01,250,0.6168402777777777,0.027718578410884823,0.7238613603241333,0.014824035873572762
coil20,ICL,0.4,100,512,1,0.01,300,0.6167361111111112,0.029140116884409314,0.7258378126451532,0.014347676403443345
coil20,ICL,1.0,100,512,1,0.11,150,0.6166319444444446,0.024359538266405405,0.7323870405956721,0.01212427524833239
coil20,ICL,0.55,100,512,1,0.13,200,0.6165972222222222,0.03386006002834987,0.7404675235641051,0.010729859164722428
coil20,ICL,0.15,100,512,1,0.06,300,0.6165624999999999,0.03736103043671589,0.7636592619658427,0.013624785764884727
coil20,ICL,0.55,100,512,1,0.13,250,0.6165277777777778,0.03243479332293078,0.7456167893398539,0.012562100818209554
coil20,ICL,0.9,100,512,1,0.11,250,0.6165277777777778,0.02202013143175137,0.7327246624543639,0.009791115484335726
coil20,ICL,0.25,100,512,1,0.12,300,0.6165277777777777,0.038270505074299375,0.7439351685433031,0.01381064717740718
coil20,ICL,0.45,100,512,1,0.09,250,0.6164583333333333,0.021788408863486788,0.7312724566859881,0.014701969009014994
coil20,ICL,0.6,100,512,1,0.1,300,0.616423611111111,0.03781138402597658,0.7567965134833148,0.018362200644305535
coil20,ICL,0.5,100,512,1,0.03,300,0.6162847222222222,0.03505567317619816,0.7482246441175893,0.01644038381396766
coil20,ICL,0.5,100,512,1,0.03,300,0.6162847222222222,0.03505567317619816,0.7482246441175893,0.01644038381396766
coil20,ICL,0.2,100,512,1,0.13,300,0.6162152777777777,0.02972130953297547,0.7336570319786834,0.015543904995101917
coil20,ICL,0.6,100,512,1,0.07,50,0.6161458333333334,0.029045611049160865,0.7042048624926537,0.013764808421835533
coil20,ICL,0.3,100,512,1,0.05,300,0.6161111111111112,0.03510181399413728,0.7376293383129495,0.016690212186600845
coil20,ICL,1.0,100,512,1,0.04,100,0.6161111111111112,0.03626675857831489,0.7116413310087192,0.016426980211412135
coil20,ICL,0.55,100,512,1,0.12,250,0.6160763888888889,0.027029214982628714,0.7276608577386936,0.011879080653316833
coil20,ICL,1.0,100,512,1,0.09,100,0.6160069444444445,0.03511409080513103,0.7369161612061625,0.018850264415998453
coil20,ICL,0.6,100,512,1,0.03,250,0.6160069444444444,0.032920237587600654,0.7481517386312324,0.015868736316265657
coil20,ICL,0.8,100,512,1,0.1,150,0.6160069444444444,0.038717052774457444,0.7304573122214391,0.014004207001804853
coil20,ICL,0.1,100,512,1,0.08,50,0.6159722222222223,0.032890578034701516,0.7017625061681259,0.014266585607026781
coil20,ICL,0.1,100,512,1,0.08,50,0.6159722222222223,0.032890578034701516,0.7017625061681259,0.014266585607026781
coil20,ICL,0.25,100,512,1,0.11,150,0.6159722222222221,0.036073698568279106,0.7439288996389057,0.012292665616964881
coil20,ICL,0.8,100,512,1,0.08,200,0.6157986111111112,0.03367796023792173,0.7392710987181079,0.014786516752931179
coil20,ICL,0.4,100,512,1,0.05,300,0.6157986111111111,0.036444028278238685,0.7346822630173081,0.019661378125993913
coil20,ICL,0.65,100,512,1,0.03,300,0.6157291666666665,0.039123963989557246,0.7536339488954267,0.016883488415106115
coil20,ICL,0.1,100,512,1,0.02,250,0.6156944444444445,0.035034292063211014,0.7362939544316985,0.015067978161785681
coil20,ICL,0.1,100,512,1,0.02,250,0.6156944444444445,0.035034292063211014,0.7362939544316985,0.015067978161785681
coil20,ICL,0.95,100,512,1,0.09,100,0.6156944444444443,0.02644675672663899,0.718330847378803,0.014428269885952345
coil20,ICL,0.15,100,512,1,0.14,200,0.6155208333333333,0.03360442067824366,0.7240846537756319,0.016734159626023048
coil20,ICL,0.9,100,512,1,0.11,300,0.6154861111111111,0.03513374193750025,0.7366841896953589,0.009833059905899097
coil20,ICL,0.65,100,512,1,0.05,200,0.6154861111111111,0.030381527774920588,0.7216309615226836,0.018265729569450998
coil20,ICL,0.85,100,512,1,0.09,150,0.6153472222222222,0.044118214600864125,0.7339421540701261,0.017389989612183278
coil20,ICL,1.0,100,512,1,0.02,100,0.6153125,0.03258008517839513,0.7403706734640455,0.01621705948195523
coil20,ICL,0.6,100,512,1,0.06,150,0.6152430555555555,0.032718191926625936,0.7292830586719112,0.013488028625164
coil20,ICL,0.25,100,512,1,0.08,50,0.6152083333333334,0.02297226000937373,0.7124834509612344,0.010307912799542395
coil20,ICL,0.25,100,512,1,0.09,150,0.6152083333333332,0.029240069671304065,0.7300049702315213,0.012964903330185245
coil20,ICL,0.5,100,512,1,0.07,100,0.6152083333333332,0.039690340255128846,0.710924407561121,0.016766432530001103
coil20,ICL,0.5,100,512,1,0.07,100,0.6152083333333332,0.039690340255128846,0.710924407561121,0.016766432530001103
coil20,ICL,0.2,100,512,1,0.01,250,0.615173611111111,0.028907808808486753,0.720448234929164,0.012536170449753144
coil20,ICL,0.25,100,512,1,0.07,100,0.6151388888888889,0.041651386086935485,0.7514627617768176,0.016273050677639213
coil20,ICL,0.35,100,512,1,0.1,300,0.6151388888888889,0.029942234766955952,0.740654273749521,0.013591939837334125
coil20,ICL,0.75,100,512,1,0.06,150,0.6150347222222223,0.047082757186740425,0.7353303507804377,0.015825089904055317
coil20,ICL,0.25,100,512,1,0.09,50,0.6150347222222222,0.0339478049743597,0.7058662141600677,0.014700894086941443
coil20,ICL,0.3,100,512,1,0.06,300,0.6149652777777778,0.03260671804003881,0.7353293115287672,0.016694431914653564
coil20,ICL,0.3,100,512,1,0.03,300,0.6148958333333334,0.030117980298627556,0.7419709066420106,0.01653382441266987
coil20,ICL,0.2,100,512,1,0.12,250,0.6148958333333334,0.03271892889836359,0.7386798961015676,0.012682013489146321
coil20,ICL,0.45,100,512,1,0.15,150,0.6148263888888889,0.03480911003730927,0.7293158579322844,0.016175841158773713
coil20,ICL,1.0,100,512,1,0.11,200,0.6148263888888887,0.02693627722010589,0.7374596906408357,0.011328656859691887
coil20,ICL,0.55,100,512,1,0.07,300,0.6147569444444445,0.030638991985068822,0.744197892780716,0.011851353783110117
coil20,ICL,0.65,100,512,1,0.08,250,0.6147569444444445,0.03111302929974499,0.7432262600395557,0.015312416015391461
coil20,ICL,0.8,100,512,1,0.09,200,0.6147569444444445,0.03353589710557817,0.7334440484863215,0.014684884321648809
coil20,ICL,0.35,100,512,1,0.1,200,0.6147569444444444,0.02651184349103641,0.7288827220188713,0.01370717212779757
coil20,ICL,0.8,100,512,1,0.04,150,0.6147222222222223,0.03542252130258515,0.7321685094012581,0.01682066634958312
coil20,ICL,0.75,100,512,1,0.07,150,0.6147222222222222,0.03345867637386987,0.735241744802059,0.01154799329050254
coil20,ICL,0.65,100,512,1,0.2,250,0.6146527777777778,0.03048832565988514,0.7207560310257646,0.00956989868425448
coil20,ICL,0.25,100,512,1,0.03,200,0.6145833333333334,0.027041456228137407,0.7486133283592087,0.012488033326395379
coil20,ICL,0.3,100,512,1,0.03,200,0.6145486111111111,0.030040221076587433,0.7323859971387577,0.013692557883438207
coil20,ICL,0.7,100,512,1,0.13,300,0.614548611111111,0.026880898541609813,0.7242370746375605,0.013479133120330793
coil20,ICL,0.55,100,512,1,0.04,250,0.6144444444444443,0.030017838060923913,0.7553998633358052,0.012499705619613935
coil20,ICL,0.35,100,512,1,0.1,250,0.6144444444444443,0.03337352900536002,0.7330730320458546,0.013444098993541301
coil20,ICL,0.8,100,512,1,0.12,250,0.6144097222222222,0.03793782160662593,0.7216283849298251,0.01819599378352434
coil20,ICL,0.8,100,512,1,0.1,250,0.6144097222222221,0.03140538145258068,0.7299014760648908,0.013751153761848533
coil20,ICL,0.3,100,512,1,0.02,200,0.6144097222222221,0.036381118630741324,0.7278333644309383,0.01707800271875155
coil20,ICL,0.25,100,512,1,0.01,150,0.6143402777777778,0.029728610262383874,0.7191554841789112,0.016235945615011682
coil20,ICL,0.15,100,512,1,0.05,100,0.6143055555555557,0.036856228220505355,0.7427627660200934,0.01283564638490103
coil20,ICL,0.2,100,512,1,0.07,150,0.6142708333333332,0.03469823824444863,0.7566338752245112,0.014857247386108772
coil20,ICL,0.85,100,512,1,0.06,50,0.6141319444444443,0.020548134687128433,0.6960355925231686,0.010641563281198262
coil20,ICL,0.45,100,512,1,0.03,300,0.6139583333333334,0.03918285471217049,0.7441180985081284,0.01389883898304566
coil20,ICL,0.25,100,512,1,0.15,250,0.6139236111111112,0.02500045813623431,0.7334941748480167,0.013433272734611043
coil20,ICL,0.3,100,512,1,0.01,150,0.6138888888888889,0.02728822073241017,0.7179260334437545,0.012406074634603564
coil20,ICL,0.25,100,512,1,0.08,250,0.6138194444444445,0.040219006451406414,0.7333017300393113,0.014081874165218979
coil20,ICL,0.25,100,512,1,0.12,250,0.6138194444444444,0.03532388445898336,0.741608159264309,0.015067785255682966
coil20,ICL,0.35,100,512,1,0.02,100,0.6138194444444444,0.029370895431647802,0.7005546906672511,0.016223896356935115
coil20,ICL,0.85,100,512,1,0.04,50,0.6137152777777779,0.020049941263652764,0.7048507538434653,0.014345297469832126
coil20,ICL,0.7,100,512,1,0.05,200,0.6136111111111111,0.02803646903015806,0.7364042294012617,0.01862248187282473
coil20,ICL,0.95,100,512,1,0.05,250,0.6135069444444444,0.030233047840285014,0.7331682367979833,0.01339406762686538
coil20,ICL,0.25,100,512,1,0.08,150,0.6133680555555556,0.023537338794252682,0.7196369649153433,0.01638999568835238
coil20,ICL,0.9,100,512,1,0.04,50,0.6133333333333332,0.031284394652373135,0.7044140092664732,0.011404080486776763
coil20,ICL,0.6,100,512,1,0.06,50,0.6131944444444446,0.022166814605465688,0.707674370259114,0.013211537165308472
coil20,ICL,0.75,100,512,1,0.07,200,0.6131597222222223,0.04184768260892894,0.7382539100262738,0.013253756270804816
coil20,ICL,0.25,100,512,1,0.04,150,0.6130902777777779,0.0304957392730809,0.7556288532951142,0.014969561207825248
coil20,ICL,0.65,100,512,1,0.06,250,0.6130902777777778,0.04012619645056712,0.74295330217889,0.016973324336868215
coil20,ICL,0.15,100,512,1,0.09,200,0.6130902777777777,0.022709793318679953,0.7313951653601855,0.012833904746252383
coil20,ICL,0.7,100,512,1,0.04,150,0.6130555555555556,0.022039833117044248,0.740074850589539,0.012916080658578152
coil20,ICL,0.3,100,512,1,0.02,150,0.6130208333333333,0.03332383762316678,0.7210832705039655,0.012263059411557161
coil20,ICL,0.5,100,512,1,0.08,150,0.6129861111111111,0.04558756708959307,0.7286266019635776,0.018765422703019615
coil20,ICL,0.5,100,512,1,0.08,150,0.6129861111111111,0.04558756708959307,0.7286266019635776,0.018765422703019615
coil20,ICL,0.8,100,512,1,0.11,150,0.612951388888889,0.03170903218069609,0.720159634862775,0.01331860988983573
coil20,ICL,0.6,100,512,1,0.04,100,0.6128472222222222,0.04194611153787854,0.7455338511848354,0.018446380259139226
coil20,ICL,0.25,100,512,1,0.12,100,0.6127777777777779,0.030849595311190033,0.7204456878880571,0.012653299777902836
coil20,ICL,0.15,100,512,1,0.11,250,0.6127777777777778,0.027923575706684023,0.7365700211930439,0.012952464789310923
coil20,ICL,0.2,100,512,1,0.1,300,0.6127430555555555,0.03456302044570537,0.7541277128286022,0.01381834492215409
coil20,ICL,0.7,100,512,1,0.1,150,0.6127430555555555,0.04006064256783121,0.7508446065060843,0.015741010766436074
coil20,ICL,0.75,100,512,1,0.03,200,0.612638888888889,0.026069522139231874,0.7608824917920897,0.014194344508412109
coil20,ICL,0.8,100,512,1,0.12,300,0.612638888888889,0.032209498206140344,0.7200491900123174,0.011844334430329246
coil20,ICL,0.55,100,512,1,0.12,200,0.6126041666666666,0.025429636755961025,0.7292616971886277,0.01077009716855781
coil20,ICL,0.5,100,512,1,0.13,300,0.6124652777777778,0.035492480810146845,0.7374399227656345,0.015051499235759913
coil20,ICL,0.5,100,512,1,0.13,300,0.6124652777777778,0.035492480810146845,0.7374399227656345,0.015051499235759913
coil20,ICL,0.75,100,512,1,0.02,200,0.6124652777777778,0.03854915780552711,0.7315350534841545,0.015153467042652786
coil20,ICL,0.65,100,512,1,0.07,250,0.6123958333333335,0.03292668257720664,0.7438471718208686,0.013958391860862826
coil20,ICL,0.95,100,512,1,0.07,150,0.6123958333333333,0.02439198422998682,0.7273207593506656,0.013518196214324216
coil20,ICL,0.8,100,512,1,0.06,200,0.6123263888888889,0.026909050170819477,0.7349593953658838,0.015473183485342452
coil20,ICL,0.15,100,512,1,0.12,300,0.6122569444444443,0.03910300369232965,0.7436881807342297,0.017995751223483826
coil20,ICL,0.95,100,512,1,0.06,50,0.6122222222222222,0.029186005493500936,0.7124689336649533,0.011721050298488201
coil20,ICL,0.15,100,512,1,0.01,250,0.6122222222222221,0.03192587020382693,0.722366034663988,0.011374331129268559
coil20,ICL,0.85,100,512,1,0.08,150,0.6121527777777778,0.03611278041013482,0.7285746993396026,0.015140822000839249
coil20,ICL,0.25,100,512,1,0.01,100,0.6120833333333333,0.03915114940841457,0.7082349005792093,0.017486083022594228
coil20,ICL,1.0,100,512,1,0.1,200,0.6119791666666667,0.040691052072292254,0.7301307048121003,0.018354054378617476
coil20,ICL,0.75,100,512,1,0.02,150,0.6119097222222223,0.03480911003730929,0.7312842173604824,0.012017286527841071
coil20,ICL,0.8,100,512,1,0.07,50,0.6119097222222222,0.02702029255005837,0.7115662446850173,0.010747267858002696
coil20,ICL,0.25,100,512,1,0.09,300,0.6118402777777777,0.03703640588293241,0.7385409175370365,0.014403028111599915
coil20,ICL,0.25,100,512,1,0.11,200,0.6117708333333334,0.04085640115142665,0.7447119361442264,0.014544382440344452
coil20,ICL,0.25,100,512,1,0.09,200,0.6117361111111111,0.034407532305019896,0.7269399353658554,0.016648077923561634
coil20,ICL,0.35,100,512,1,0.06,200,0.611736111111111,0.02994167104761283,0.739680274330231,0.015916498415540433
coil20,ICL,0.15,100,512,1,0.19,300,0.611736111111111,0.03032735174539459,0.7375382354554947,0.018175650371073607
coil20,ICL,0.6,100,512,1,0.03,200,0.6117013888888889,0.04066580038068661,0.7472724232367949,0.016374989565003165
coil20,ICL,0.85,100,512,1,0.05,150,0.6117013888888889,0.03247838416371422,0.7108982552244989,0.018142518912425562
coil20,ICL,0.3,100,512,1,0.09,300,0.6117013888888888,0.02508115204462911,0.7393159767425332,0.015529182493958916
coil20,ICL,0.6,100,512,1,0.2,300,0.6116666666666667,0.03389330003167348,0.729210448489263,0.017535465867047
coil20,ICL,0.85,100,512,1,0.06,100,0.6116666666666667,0.027182510717166822,0.711040807858717,0.014304044228226648
coil20,ICL,0.7,100,512,1,0.06,250,0.6116319444444444,0.02702796601938557,0.7431523121863233,0.009891526390517602
coil20,ICL,0.45,100,512,1,0.13,200,0.6116319444444444,0.03587387013211948,0.7295738644405858,0.018431996234737354
coil20,ICL,0.8,100,512,1,0.05,150,0.6115972222222222,0.03447488294414277,0.7302446910757461,0.019073168402125067
coil20,ICL,0.1,100,512,1,0.12,150,0.6115277777777778,0.026951602714660385,0.7179686847352789,0.01535798831923118
coil20,ICL,0.1,100,512,1,0.12,150,0.6115277777777778,0.026951602714660385,0.7179686847352789,0.01535798831923118
coil20,ICL,0.7,100,512,1,0.13,250,0.6115277777777777,0.030353180828699866,0.7168881510148173,0.018295952793340044
coil20,ICL,0.1,100,512,1,0.01,250,0.6114930555555554,0.02724265372009422,0.7272013817095818,0.012071145230439343
coil20,ICL,0.1,100,512,1,0.01,250,0.6114930555555554,0.02724265372009422,0.7272013817095818,0.012071145230439343
coil20,ICL,0.15,100,512,1,0.08,200,0.6114583333333334,0.029489368899425775,0.733297910091029,0.013021392165290508
coil20,ICL,0.5,100,512,1,0.15,200,0.6114583333333332,0.02963292986539481,0.7347043640750718,0.01408260495674791
coil20,ICL,0.5,100,512,1,0.15,200,0.6114583333333332,0.02963292986539481,0.7347043640750718,0.01408260495674791
coil20,ICL,1.0,100,512,1,0.07,200,0.6114236111111111,0.036376213732879394,0.7426106205315424,0.015627991860553865
coil20,ICL,0.4,100,512,1,0.04,200,0.6113541666666666,0.03442601083245662,0.7548713577457625,0.014165305289190706
coil20,ICL,0.85,100,512,1,0.08,50,0.6113541666666665,0.028595831781803614,0.6977006274004699,0.013432389619496101
coil20,ICL,0.25,100,512,1,0.13,300,0.6113194444444445,0.02749956158460857,0.7317715993010157,0.010707352611630172
coil20,ICL,0.65,100,512,1,0.07,300,0.61125,0.031068609361449062,0.7452328581247718,0.01717882372732496
coil20,ICL,0.2,100,512,1,0.15,300,0.6112152777777778,0.026064596386657955,0.7255857857630147,0.010399510100879346
coil20,ICL,0.1,100,512,1,0.05,100,0.611111111111111,0.030786688942615822,0.7318590846980786,0.015122492292418617
coil20,ICL,0.1,100,512,1,0.05,100,0.611111111111111,0.030786688942615822,0.7318590846980786,0.015122492292418617
coil20,ICL,0.4,100,512,1,0.11,250,0.611076388888889,0.03806637303168029,0.7335485906467285,0.01586883854382261
coil20,ICL,1.0,100,512,1,0.11,50,0.6110416666666666,0.023081164659458524,0.7022232875018337,0.011614543834357666
coil20,ICL,0.35,100,512,1,0.09,200,0.6109722222222222,0.021462265910772133,0.7317831534453709,0.011002595497414908
coil20,ICL,0.3,100,512,1,0.15,300,0.6109722222222222,0.02080623237291068,0.731032205173802,0.010318903266496619
coil20,ICL,1.0,100,512,1,0.05,300,0.6109375000000001,0.043612479521171095,0.7326812670604201,0.01741521423556204
coil20,ICL,0.95,100,512,1,0.05,200,0.6109375,0.034395599187125064,0.7287905767007776,0.015453169885174567
coil20,ICL,0.3,100,512,1,0.06,200,0.6108333333333335,0.025726706472572927,0.7249912962348739,0.00994550011807599
coil20,ICL,0.95,100,512,1,0.04,50,0.6108333333333333,0.03406559689738768,0.7020225897216947,0.010521539533377207
coil20,ICL,0.85,100,512,1,0.09,300,0.6107986111111112,0.041989762930650404,0.7558704826893378,0.016125676450527326
coil20,ICL,0.7,100,512,1,0.12,300,0.6107986111111112,0.03066463720513973,0.7382922205656173,0.01589156325237677
coil20,ICL,0.35,100,512,1,0.03,250,0.610763888888889,0.035032984347382556,0.7496124846934887,0.015474886833978898
coil20,ICL,0.45,100,512,1,0.14,250,0.6106944444444444,0.03179342320762675,0.7421434959565378,0.015362434453655172
coil20,ICL,0.15,100,512,1,0.01,300,0.6106597222222223,0.027301714823985825,0.7243808456650506,0.013125050974429472
coil20,ICL,0.4,100,512,1,0.1,100,0.6105902777777776,0.0347762600341077,0.716821689525674,0.016453331969003133
coil20,ICL,0.6,100,512,1,0.06,200,0.6104861111111112,0.03311407926200531,0.7339738089845832,0.01423896816209269
coil20,ICL,0.7,100,512,1,0.12,250,0.6104861111111111,0.04617449834962482,0.7331961022443484,0.018284105477131104
coil20,ICL,0.1,100,512,1,0.12,300,0.6103472222222223,0.03975711123206161,0.7367363364523188,0.0148695833327365
coil20,ICL,0.1,100,512,1,0.12,300,0.6103472222222223,0.03975711123206161,0.7367363364523188,0.0148695833327365
coil20,ICL,0.35,100,512,1,0.05,150,0.6103472222222223,0.03731558306120287,0.7122051067864583,0.01687980542181279
coil20,ICL,0.45,100,512,1,0.11,300,0.6102777777777778,0.03132290877612631,0.7453421023355294,0.012732290095118294
coil20,ICL,0.15,100,512,1,0.14,250,0.6102777777777778,0.03386055851340179,0.7258729656608798,0.013346494816304722
coil20,ICL,0.65,100,512,1,0.09,100,0.6100694444444443,0.03133822422919822,0.7344518339648749,0.015218019166795946
coil20,ICL,0.1,100,512,1,0.01,300,0.61,0.02383816481719707,0.7332191071259068,0.010119523635330656
coil20,ICL,0.1,100,512,1,0.01,300,0.61,0.02383816481719707,0.7332191071259068,0.010119523635330656
coil20,ICL,0.8,100,512,1,0.18,300,0.61,0.02101930880387347,0.7271153159859252,0.008527872384794705
coil20,ICL,0.25,100,512,1,0.02,150,0.6098958333333334,0.026521846159124583,0.7205246087604336,0.009759575111152557
coil20,ICL,0.65,100,512,1,0.1,200,0.6098958333333332,0.027712488375457676,0.7343444651921937,0.01367879614299768
coil20,ICL,0.6,100,512,1,0.07,250,0.6098611111111111,0.03379854761654197,0.7309836453844412,0.013067956944548714
coil20,ICL,0.25,100,512,1,0.02,200,0.6098263888888888,0.029406483489515294,0.7292671846616339,0.018556367451950353
coil20,ICL,0.5,100,512,1,0.04,150,0.6097569444444444,0.03772468376337033,0.736783244687195,0.014406210107600353
coil20,ICL,0.5,100,512,1,0.04,150,0.6097569444444444,0.03772468376337033,0.736783244687195,0.014406210107600353
coil20,ICL,0.15,100,512,1,0.09,50,0.6096874999999999,0.018565806954878167,0.7004099755987931,0.009836909387386702
coil20,ICL,0.6,100,512,1,0.09,300,0.6096527777777778,0.02429255604750122,0.7457917763837124,0.013494292682999296
coil20,ICL,0.45,100,512,1,0.14,200,0.6095833333333334,0.027456123808139807,0.7437100158192302,0.016841527764277796
coil20,ICL,0.9,100,512,1,0.09,300,0.6095138888888888,0.03245225897613787,0.7410092212155026,0.01760622403461852
coil20,ICL,0.7,100,512,1,0.05,150,0.6094444444444445,0.01904272527246216,0.73185445463688,0.010308788017039206
coil20,ICL,0.65,100,512,1,0.07,200,0.6094097222222222,0.03118935086914907,0.7367100713302646,0.014867131237574818
coil20,ICL,0.75,100,512,1,0.05,150,0.6094097222222221,0.033651172033732,0.7262103349032573,0.012470264409064194
coil20,ICL,0.2,100,512,1,0.1,250,0.6093402777777777,0.02375718194691117,0.7427094703852555,0.00896006097396088
coil20,ICL,0.85,100,512,1,0.12,300,0.6092708333333332,0.04199079656934097,0.7370053294484775,0.018150261319502113
coil20,ICL,0.4,100,512,1,0.04,100,0.6091666666666666,0.038893600905007805,0.7534310910292565,0.01400635253172583
coil20,ICL,0.7,100,512,1,0.05,250,0.6091666666666666,0.029868054748249755,0.7368457344480055,0.01663750209104324
coil20,ICL,0.7,100,512,1,0.19,300,0.6091319444444445,0.0344771035524634,0.7293281300494151,0.015970216336543934
coil20,ICL,0.3,100,512,1,0.07,250,0.6091319444444445,0.031543586192142314,0.7202251072964743,0.01706891022127606
coil20,ICL,0.9,100,512,1,0.09,150,0.6091319444444444,0.04073452413376546,0.7312153009856074,0.015917998562303293
coil20,ICL,0.95,100,512,1,0.14,300,0.6090625,0.030083534516358163,0.7350016639921295,0.016915135125479767
coil20,ICL,0.95,100,512,1,0.03,250,0.6089930555555556,0.029167059355822103,0.7452356899834194,0.011234003779099623
coil20,ICL,0.15,100,512,1,0.12,200,0.6089930555555555,0.03535907286065085,0.7332796591254686,0.016730713528500918
coil20,ICL,0.5,100,512,1,0.03,200,0.6088888888888889,0.036820358658334586,0.7407432032285209,0.009954529250618446
coil20,ICL,0.5,100,512,1,0.03,200,0.6088888888888889,0.036820358658334586,0.7407432032285209,0.009954529250618446
