Dataset,Method,DiversityWeight,Epochs,LatentDim,Heads,Temperature,NumSelected,AccuracyMean,AccuracyStd,NMIMean,NMIStd
coil20,ICL,0.95,100,512,1,0.09,250,0.6391666666666667,0.040642149751455726,0.7657732981783141,0.015750997499871466
coil20,ICL,0.3,100,512,1,0.11,200,0.6391319444444444,0.026748531566652824,0.7540638951561626,0.015050017852705577
coil20,ICL,0.6,100,512,1,0.05,150,0.6391319444444444,0.026264578366588933,0.7533946090919682,0.010564527183263566
coil20,ICL,0.65,100,512,1,0.02,150,0.6390972222222222,0.03636668374664365,0.7375555269727957,0.012153067770515568
coil20,ICL,0.6,100,512,1,0.02,300,0.6390624999999999,0.034633132234604895,0.753127859296773,0.01966612256414471
coil20,ICL,0.15,100,512,1,0.04,250,0.6389583333333333,0.03348698671605115,0.75773236348462,0.013423177389652857
coil20,ICL,0.75,100,512,1,0.04,250,0.6388541666666667,0.043961939798520776,0.7565575294828903,0.020141205160979152
coil20,ICL,0.1,100,512,1,0.04,150,0.6388194444444444,0.04091150161636913,0.7522197244828586,0.018533954336216844
coil20,ICL,0.1,100,512,1,0.04,150,0.6388194444444444,0.04091150161636913,0.7522197244828586,0.018533954336216844
coil20,ICL,0.8,100,512,1,0.11,300,0.6386111111111111,0.03577393332519581,0.7490883838187488,0.016117872696380837
coil20,ICL,0.1,100,512,1,0.08,300,0.6385763888888888,0.03749387488557545,0.765922412444916,0.015165172440449416
coil20,ICL,0.1,100,512,1,0.08,300,0.6385763888888888,0.03749387488557545,0.765922412444916,0.015165172440449416
coil20,ICL,0.45,100,512,1,0.04,200,0.6385069444444443,0.03617014072216352,0.7497804919896447,0.013389474162206845
coil20,ICL,1.0,100,512,1,0.05,100,0.6383333333333334,0.029794499347329615,0.7320204330565546,0.012642388559716495
coil20,ICL,0.45,100,512,1,0.15,250,0.6380902777777778,0.03471546809309706,0.7417640583482427,0.017530695934848208
coil20,ICL,0.3,100,512,1,0.08,200,0.6380555555555556,0.03273670331336313,0.7550673805054405,0.01219503223196815
coil20,ICL,0.3,100,512,1,0.04,100,0.6380555555555556,0.019053105608622792,0.7431397518672941,0.011448245811768079
coil20,ICL,0.25,100,512,1,0.07,150,0.637986111111111,0.03511932646064533,0.7741185248123521,0.017318662135144536
coil20,ICL,0.9,100,512,1,0.04,150,0.6379513888888889,0.03107766912322602,0.7374847341859653,0.012147621878111659
coil20,ICL,0.5,100,512,1,0.05,150,0.6377777777777777,0.03733722387962229,0.7413217143670224,0.014782730597772917
coil20,ICL,0.5,100,512,1,0.05,150,0.6377777777777777,0.03733722387962229,0.7413217143670224,0.014782730597772917
coil20,ICL,0.1,100,512,1,0.05,250,0.6376388888888889,0.025750314633101175,0.7580794640377699,0.011608641440522075
coil20,ICL,0.1,100,512,1,0.05,250,0.6376388888888889,0.025750314633101175,0.7580794640377699,0.011608641440522075
coil20,ICL,0.2,100,512,1,0.08,200,0.6376388888888889,0.03444514448213364,0.7570943392246613,0.015312015666668321
coil20,ICL,0.45,100,512,1,0.06,300,0.6375347222222222,0.028378466062032856,0.7597295077380124,0.011240380709825757
coil20,ICL,0.5,100,512,1,0.08,250,0.6375,0.029964292020608393,0.7477129250920019,0.014219613709172583
coil20,ICL,0.5,100,512,1,0.08,250,0.6375,0.029964292020608393,0.7477129250920019,0.014219613709172583
coil20,ICL,0.75,100,512,1,0.06,250,0.6374305555555555,0.030705047816600994,0.7503858017039666,0.012059557241266927
coil20,ICL,0.65,100,512,1,0.06,100,0.6373958333333334,0.033927911134273875,0.728681339030194,0.014547930359486481
coil20,ICL,0.2,100,512,1,0.11,150,0.637361111111111,0.022795978500658155,0.7386582778184502,0.01156945037394358
coil20,ICL,0.25,100,512,1,0.1,150,0.6372569444444445,0.033635260923500734,0.7499387404916046,0.014663083136868694
coil20,ICL,0.4,100,512,1,0.1,150,0.6370833333333333,0.029800811209855213,0.7449983317420366,0.009711297338528404
coil20,ICL,0.85,100,512,1,0.04,150,0.637013888888889,0.028743709054072773,0.7287181845861737,0.010857118008234018
coil20,ICL,0.45,100,512,1,0.06,100,0.6370138888888889,0.040907493597229914,0.7388889635592861,0.014196196950134013
coil20,ICL,0.3,100,512,1,0.04,200,0.6365972222222223,0.03439295266331802,0.754040741909549,0.015074183046124066
