Dataset,Task,Method,NumSelected,SelectionMode,ValidationScoreMean,ValidationScoreStd,TestScoreMean,TestScoreStd,ValidationMetricMean,ValidationMetricStd,TestMetricMean,TestMetricStd
california,regression,ICL-SubTab-256,8,selection_ratio=0.9,-0.628052073249713,0.011434143715062772,-0.6425456133921015,0.013996629864449881,0.628052073249713,0.011434143715062772,0.6425456133921015,0.013996629864449881
