Dataset,Task,Method,NumSelected,SelectionMode,ValidationScoreMean,ValidationScoreStd,TestScoreMean,TestScoreStd,ValidationMetricMean,ValidationMetricStd,TestMetricMean,TestMetricStd
churn,classification,ICL-SubTab-256,12,selection_ratio=0.9,0.8505625,0.008727401372815507,0.84475,0.007296308046615848,0.8505625,0.008727401372815507,0.84475,0.007296308046615848
