Dataset,Task,Method,NumSelected,SelectionMode,ValidationScoreMean,ValidationScoreStd,TestScoreMean,TestScoreStd,ValidationMetricMean,ValidationMetricStd,TestMetricMean,TestMetricStd
higgs,classification,ICL-SubTab-256,26,selection_ratio=0.9,0.7072475777664456,0.004113829558437549,0.70116777154513,0.0048717038542143605,0.7072475777664456,0.004113829558437549,0.70116777154513,0.0048717038542143605
